|100.0| 400.0| 7000.0| 26.2|
|500.0| 400.0| 7000.0| 23.8|
|2000.0| 400.0| 7000.0| 21.8|
|8000.0| 400.0| 7000.0| 16.5|
|16000.0| 400.0| 7000.0| 12.3|
|32000.0| 400.0| 7000.0| 6.8|
|100.0| 400.0| 8000.0| 27.1|
|500.0| 400.0| 8000.0| 24.7|
|2000.0| 400.0| 8000.0| 22.6|
|8000.0| 400.0| 8000.0| 17.1|
|16000.0| 400.0| 8000.0| 12.7|
|32000.0| 400.0| 8000.0| 7|
|100.0| 400.0| 9000.0| 28.1|
|500.0| 400.0| 9000.0| 25.5|
|2000.0| 400.0| 9000.0| 23.4|
|8000.0| 400.0| 9000.0| 17.7|
|16000.0| 400.0| 9000.0| 13.2|
|32000.0| 400.0| 9000.0| 7.3|
|100.0| 400.0| 10000.0| 29|
|500.0| 400.0| 10000.0| 26.4|
|2000.0| 400.0| 10000.0| 24.2|
|8000.0| 400.0| 10000.0| 18.3|
|16000.0| 400.0| 10000.0| 13.6|
|32000.0| 400.0| 10000.0| 7.6|
|100.0| 400.0| 11000.0| 30.1|
|500.0| 400.0| 11000.0| 27.4|
|2000.0| 400.0| 11000.0| 25.1|
|8000.0| 400.0| 11000.0| 18.9|
|16000.0| 400.0| 11000.0| 14.1|
|32000.0| 400.0| 11000.0| 7.8|
|100.0| 400.0| 12000.0| 31.1|
|500.0| 400.0| 12000.0| 28.3|
|2000.0| 400.0| 12000.0| 25.9|
|8000.0| 400.0| 12000.0| 19.6|
|16000.0| 400.0| 12000.0| 14.6|
|32000.0| 400.0| 12000.0| 8.1|
|100.0| 400.0| 13000.0| 32.2|
|500.0| 400.0| 13000.0| 29.3|
|2000.0| 400.0| 13000.0| 26.8|
|8000.0| 400.0| 13000.0| 20.3|
|16000.0| 400.0| 13000.0| 15.1|
|32000.0| 400.0| 13000.0| 8.4|
|100.0| 400.0| 14000.0| 33.4|
|500.0| 400.0| 14000.0| 30.3|
|2000.0| 400.0| 14000.0| 27.8|
|8000.0| 400.0| 14000.0| 21|
|16000.0| 400.0| 14000.0| 15.7|
|32000.0| 400.0| 14000.0| 8.7|
|100.0| 400.0| 15000.0| 34.5|
|500.0| 400.0| 15000.0| 31.4|
|2000.0| 400.0| 15000.0| 28.8|
|8000.0| 400.0| 15000.0| 21.8|
|16000.0| 400.0| 15000.0| 16.2|
|32000.0| 400.0| 15000.0| 19|
|100.0| 400.0| 16000.0| 35.7|
|500.0| 400.0| 16000.0| 32.5|
|2000.0| 400.0| 16000.0| 29.8|
|8000.0| 400.0| 16000.0| 22.5|
|16000.0| 400.0| 16000.0| 16.8|
|32000.0| 400.0| 16000.0| 9.3|
|100.0| 500.0| 7000.0| 36.8|
|100.0| 500.0| 8000.0| 38.1|
|100.0| 500.0| 9000.0| 39.5|
|100.0| 500.0| 10000.0| 40.9|
|100.0| 500.0| 11000.0| 42.3|
|100.0| 500.0| 12000.0| 43.8|
|100.0| 500.0| 13000.0| 45.3|
|100.0| 500.0| 14000.0| 46.9|
|100.0| 500.0| 15000.0| 48.6|
|100.0| 500.0| 16000.0| 50.3|
|500.0| 500.0| 7000.0| 33.5|
|500.0| 500.0| 8000.0| 34.7|
|500.0| 500.0| 9000.0| 35.9|
|500.0| 500.0| 10000.0| 37.2|
|500.0| 500.0| 11000.0| 38.5|
|500.0| 500.0| 12000.0| 39.9|
|500.0| 500.0| 13000.0| 41.3|
|500.0| 500.0| 14000.0| 42.7|
|500.0| 500.0| 15000.0| 44.2|
|500.0| 500.0| 16000.0| 45.8|
|2000.0| 500.0| 7000.0| 30.7|
|2000.0| 500.0| 8000.0| 31.8|
|2000.0| 500.0| 9000.0| 32.9|
|2000.0| 500.0| 10000.0| 34.1|
|2000.0| 500.0| 11000.0| 35.3|
|2000.0| 500.0| 12000.0| 36.5|
|2000.0| 500.0| 13000.0| 37.8|
|2000.0| 500.0| 14000.0| 39.1|
|2000.0| 500.0| 15000.0| 40.5|
|2000.0| 500.0| 16000.0| 41.9|
|8000.0| 500.0| 7000.0| 23.2|
|8000.0| 500.0| 8000.0| 24|
|8000.0| 500.0| 9000.0| 24.9|
|8000.0| 500.0| 10000.0| 25.7|
|8000.0| 500.0| 11000.0| 26.7|
